player,innings,runs,balls,fours,sixes,dismissals,average,strike_rate,boundary_rate,balls_bowled,runs_conceded,wickets,overs,economy,bowling_avg,bowling_strike_rate,batting_strength,bowling_strength,overall_strength
J Suchith,21,70.0,61.0,6.0,3.0,4.0,17.5,114.75409836065573,0.14754098360655737,420.0,604.0,20.0,70.0,8.628571428571428,30.2,21.0,46.07704918032787,7.4209523809523805,53.49800156128025
J Syed Mohammad,11,29.0,26.0,4.0,0.0,2.0,14.5,111.53846153846153,0.15384615384615385,192.0,286.0,10.0,32.0,8.9375,28.6,19.2,43.23846153846154,2.3291666666666666,45.56762820512821
J Theron,10,10.0,12.0,1.0,0.0,2.0,5.0,83.33333333333333,0.08333333333333333,223.0,311.0,13.0,37.1,8.367713004484305,23.923076923076923,17.153846153846153,29.466666666666665,4.00134529147982,33.468011958146484
J Yadav,20,40.0,36.0,2.0,1.0,4.0,10.0,111.11111111111111,0.08333333333333333,392.0,447.0,9.0,65.2,6.841836734693878,49.666666666666664,43.55555555555556,40.6,2.4520408163265306,43.05204081632653
JA Morkel,90,975.0,687.0,61.0,55.0,40.0,24.375,141.92139737991266,0.16885007278020378,1736.0,2409.0,96.0,289.2,8.326036866359448,25.09375,18.083333333333332,60.70342066957787,45.51324884792627,106.21666951750414
JA Richardson,4,17.0,26.0,2.0,0.0,3.0,5.666666666666667,65.38461538461539,0.07692307692307693,90.0,162.0,3.0,15.0,10.8,54.0,30.0,23.520512820512824,-1.7333333333333336,21.78717948717949
JC Archer,52,262.0,178.0,14.0,18.0,19.0,13.789473684210526,147.19101123595505,0.1797752808988764,1228.0,1655.0,61.0,204.4,8.086319218241043,27.131147540983605,20.131147540983605,56.56859846244825,28.084039087947883,84.65263755039614
JC Buttler,119,4121.0,2760.0,408.0,185.0,104.0,39.625,149.31159420289856,0.21485507246376812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.44057971014493,0.2,66.64057971014493
JD Ryder,29,604.0,458.0,69.0,19.0,28.0,21.571428571428573,131.87772925764193,0.19213973799126638,236.0,314.0,11.0,39.2,7.983050847457626,28.545454545454547,21.454545454545453,52.13468496568934,3.1144067796610173,55.249091745350356
JD Unadkat,111,197.0,166.0,16.0,7.0,16.0,12.3125,118.67469879518072,0.13855421686746988,2275.0,3396.0,121.0,379.1,8.956483516483516,28.06611570247934,18.801652892561982,52.79849397590362,57.823692307692305,110.62218628359592
JDP Oram,15,106.0,108.0,6.0,5.0,8.0,13.25,98.14814814814815,0.10185185185185185,238.0,362.0,13.0,39.4,9.126050420168069,27.846153846153847,18.307692307692307,37.48148148148148,3.7731092436974785,41.25459072517896
JDS Neesham,14,92.0,93.0,6.0,2.0,9.0,10.222222222222221,98.9247311827957,0.08602150537634409,216.0,342.0,8.0,36.0,9.5,42.75,27.0,35.98673835125447,1.1574074074074072,37.14414575866188
JE Root,2,10.0,15.0,1.0,0.0,1.0,10.0,66.66666666666667,0.06666666666666667,12.0,15.0,0.0,2.0,7.5,15.0,12.0,25.433333333333334,-2.2333333333333334,23.2
JE Taylor,5,3.0,3.0,0.0,0.0,1.0,3.0,100.0,0.0,118.0,167.0,6.0,19.4,8.491525423728813,27.833333333333332,19.666666666666668,31.599999999999998,0.46271186440677997,32.06271186440678
JEC Franklin,19,327.0,301.0,25.0,9.0,11.0,29.727272727272727,108.63787375415282,0.11295681063122924,153.0,225.0,9.0,25.3,8.823529411764707,25.0,17.0,47.54140742977952,1.8647058823529412,49.40611331213246
JG Bethell,2,67.0,39.0,9.0,3.0,2.0,33.5,171.7948717948718,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0923076923077,0.2,71.2923076923077
JH Kallis,98,2427.0,2222.0,255.0,44.0,84.0,28.892857142857142,109.22592259225922,0.13456345634563457,1751.0,2348.0,74.0,291.5,8.045688178183896,31.72972972972973,23.66216216216216,48.416188761733316,34.59474585950885,83.01093462124217
JJ Bumrah,145,68.0,79.0,5.0,1.0,6.0,11.333333333333334,86.07594936708861,0.0759493670886076,3392.0,4162.0,203.0,565.2,7.362028301886792,20.502463054187192,16.70935960591133,45.77510548523207,99.3033608490566,145.07846633428866
JJ Roy,21,614.0,443.0,75.0,21.0,19.0,32.31578947368421,138.6004514672686,0.21670428893905191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.04053700843531,0.2,59.24053700843531
JJ van der Wath,3,18.0,16.0,1.0,1.0,2.0,9.0,112.5,0.125,74.0,134.0,3.0,12.2,10.864864864864865,44.666666666666664,24.666666666666668,39.95,-1.7513513513513514,38.19864864864865
JL Denly,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
JL Pattinson,10,15.0,13.0,2.0,0.0,1.0,15.0,115.38461538461539,0.15384615384615385,213.0,321.0,11.0,35.3,9.04225352112676,29.181818181818183,19.363636363636363,44.59230769230769,2.7976525821596243,47.38996027446731
JM Bairstow,52,1674.0,1146.0,173.0,74.0,48.0,34.875,146.07329842931938,0.21553228621291448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.482635253054106,0.2,62.68263525305411
JM Kemp,5,26.0,24.0,1.0,1.0,2.0,13.0,108.33333333333333,0.08333333333333333,44.0,58.0,3.0,7.2,7.909090909090909,19.333333333333332,14.666666666666666,39.666666666666664,-0.8590909090909089,38.807575757575755
JM Sharma,47,991.0,631.0,77.0,62.0,39.0,25.41025641025641,157.05229793977813,0.2202852614896989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.48549717582998,0.2,62.68549717582998
JO Holder,46,259.0,211.0,13.0,18.0,21.0,12.333333333333334,122.74881516587678,0.14691943127962084,998.0,1489.0,59.0,166.2,8.95190380761523,25.23728813559322,16.915254237288135,47.196366508688776,26.826252505010018,74.0226190136988
JP Behrendorff,17,6.0,9.0,0.0,0.0,0.0,6.0,66.66666666666667,0.0,366.0,563.0,22.0,61.0,9.229508196721312,25.59090909090909,16.636363636363637,24.099999999999998,8.243169398907103,32.3431693989071
JP Duminy,79,2029.0,1636.0,126.0,79.0,51.0,39.78431372549019,124.02200488997555,0.12530562347188265,678.0,847.0,23.0,113.0,7.495575221238938,36.82608695652174,29.47826086956522,58.426439426626395,9.25811209439528,67.68455152102167
JP Faulkner,60,527.0,390.0,36.0,23.0,26.0,20.26923076923077,135.12820512820514,0.15128205128205127,1243.0,1849.0,76.0,207.1,8.925181013676589,24.32894736842105,16.355263157894736,55.07179487179487,35.33467417538214,90.40646904717701
JP Inglis,11,278.0,171.0,26.0,16.0,9.0,30.88888888888889,162.57309941520467,0.24561403508771928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.23976608187134,0.2,66.43976608187134
JPR Scantlebury-Searles,3,8.0,6.0,0.0,1.0,1.0,8.0,133.33333333333334,0.16666666666666666,42.0,89.0,2.0,7.0,12.714285714285714,44.5,21.0,46.73333333333334,-2.8047619047619046,43.92857142857144
JR Hazlewood,39,19.0,29.0,1.0,0.0,0.0,19.0,65.51724137931035,0.034482758620689655,869.0,1219.0,58.0,144.5,8.416570771001151,21.017241379310345,14.982758620689655,31.844827586206897,26.48837744533947,58.33320503154637
JR Hopes,20,417.0,306.0,49.0,11.0,16.0,26.0625,136.27450980392157,0.19607843137254902,360.0,562.0,14.0,60.0,9.366666666666667,40.142857142857146,25.714285714285715,55.628921568627455,4.197777777777778,59.826699346405235
JR Philippe,5,78.0,77.0,9.0,1.0,4.0,19.5,101.2987012987013,0.12987012987012986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.887012987012994,0.2,41.087012987013
JW Hastings,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,66.0,3.0,9.5,6.711864406779661,22.0,19.666666666666668,0.30000000000000004,-0.5033898305084744,-0.20338983050847437
Jalaj S Saxena,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,27.0,0.0,3.0,9.0,27.0,18.0,0.1,-2.6888888888888887,-2.5888888888888886
Jaskaran Singh,7,8.0,11.0,0.0,0.0,1.0,8.0,72.72727272727273,0.0,106.0,174.0,6.0,17.4,9.849056603773585,29.0,17.666666666666668,25.61818181818182,0.05660377358490565,25.674785591766728
Joginder Sharma,16,36.0,30.0,1.0,2.0,4.0,9.0,120.0,0.1,263.0,421.0,13.0,43.5,9.604562737642585,32.38461538461539,20.23076923076923,42.800000000000004,3.62851711026616,46.428517110266164
K Goel,16,218.0,231.0,17.0,9.0,14.0,15.571428571428571,94.37229437229438,0.11255411255411256,66.0,94.0,0.0,11.0,8.545454545454545,94.0,66.0,36.991341991342,-2.5606060606060606,34.430735930735935
K Gowtham,36,247.0,148.0,15.0,17.0,18.0,13.722222222222221,166.8918918918919,0.21621621621621623,588.0,825.0,22.0,98.0,8.418367346938776,37.5,26.727272727272727,61.68078078078078,8.481972789115646,70.16275356989642
K Kartikeya,16,12.0,17.0,1.0,0.0,4.0,3.0,70.58823529411765,0.058823529411764705,282.0,412.0,12.0,47.0,8.76595744680851,34.333333333333336,23.5,24.752941176470586,3.378723404255319,28.131664580725904
K Khejroliya,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,250.0,6.0,23.3,10.638297872340425,41.666666666666664,23.5,0.8,-0.18297872340425525,0.6170212765957448
K Rabada,84,215.0,201.0,16.0,9.0,17.0,12.647058823529411,106.96517412935323,0.12437810945273632,1924.0,2816.0,128.0,320.4,8.78170478170478,22.0,15.03125,46.33593795727246,61.37879417879418,107.71473213606664
K Santokie,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,91.0,3.0,8.0,11.375,30.333333333333332,16.0,0.2,-1.9000000000000001,-1.7000000000000002
K Upadhyay,3,12.0,9.0,0.0,1.0,0.0,12.0,133.33333333333334,0.1111111111111111,54.0,81.0,0.0,9.0,9.0,81.0,54.0,47.322222222222216,-2.696296296296296,44.62592592592592
K Yadav,3,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,85.0,2.0,9.0,9.444444444444445,42.5,27.0,0.30000000000000004,-1.8259259259259262,-1.5259259259259261
KA Jamieson,13,65.0,60.0,5.0,3.0,4.0,16.25,108.33333333333333,0.13333333333333333,261.0,418.0,14.0,43.3,9.60919540229885,29.857142857142858,18.642857142857142,42.56666666666666,4.127969348659004,46.69463601532567
KA Maharaj,2,1.0,2.0,0.0,0.0,1.0,1.0,50.0,0.0,36.0,39.0,2.0,6.0,6.5,19.5,18.0,15.5,-0.9388888888888889,14.561111111111112
KA Pollard,179,3437.0,2329.0,221.0,224.0,121.0,28.40495867768595,147.57406612279948,0.1910691283812795,1496.0,2200.0,81.0,249.2,8.823529411764705,27.160493827160494,18.469135802469136,65.25558587553982,37.86377005347593,103.11935592901575
KAJ Roach,2,10.0,9.0,1.0,0.0,1.0,10.0,111.11111111111111,0.1111111111111111,49.0,80.0,0.0,8.1,9.795918367346939,80.0,49.0,39.65555555555556,-2.9346938775510205,36.72086167800454
KB Arun Karthik,8,51.0,51.0,4.0,1.0,5.0,10.2,100.0,0.09803921568627451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.340784313725486,0.2,36.54078431372549
KC Cariappa,11,24.0,21.0,0.0,2.0,3.0,8.0,114.28571428571429,0.09523809523809523,218.0,349.0,8.0,36.2,9.605504587155963,43.625,27.25,40.19047619047619,1.1256880733944958,41.31616426387068
KC Sangakkara,68,1687.0,1392.0,195.0,27.0,65.0,25.953846153846154,121.19252873563218,0.15948275862068967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.228952254641904,0.2,50.42895225464191
KD Karthik,233,4843.0,3580.0,466.0,161.0,184.0,26.320652173913043,135.27932960893855,0.17513966480446927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.514853048336164,0.2,59.71485304833617
KH Pandya,142,1756.0,1326.0,153.0,65.0,81.0,21.679012345679013,132.42835595776774,0.16440422322775264,2401.0,3024.0,97.0,400.1,7.556851311953352,31.175257731958762,24.75257731958763,57.78819619015698,46.24102457309454,104.02922076325152
KJ Abbott,5,13.0,8.0,0.0,1.0,1.0,13.0,162.5,0.125,97.0,182.0,2.0,16.1,11.257731958762886,91.0,48.5,56.85,-2.3731958762886594,54.47680412371134
KK Ahmed,71,2.0,9.0,0.0,0.0,5.0,0.4,22.22222222222222,0.0,1564.0,2372.0,94.0,260.4,9.099744245524295,25.23404255319149,16.638297872340427,13.426666666666666,44.28209718670077,57.70876385336743
KK Cooper,25,116.0,68.0,9.0,8.0,9.0,12.88888888888889,170.58823529411765,0.25,577.0,789.0,36.0,96.1,8.204506065857885,21.916666666666668,16.02777777777778,62.93202614379086,15.551126516464473,78.48315266025533
KK Nair,76,1694.0,1286.0,185.0,49.0,71.0,23.859154929577464,131.7262830482115,0.18195956454121306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.200738177118694,0.2,53.4007381771187
KL Nagarkoti,12,22.0,33.0,1.0,0.0,4.0,5.5,66.66666666666667,0.030303030303030304,180.0,287.0,5.0,30.0,9.566666666666666,57.4,36.0,23.606060606060606,-0.3644444444444441,23.24161616161616
KL Rahul,135,5235.0,3848.0,453.0,208.0,114.0,45.921052631578945,136.04469854469855,0.17177754677754678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.71738155159207,0.2,64.91738155159207
KM Asif,7,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,135.0,232.0,7.0,22.3,10.311111111111112,33.142857142857146,19.285714285714285,0.6000000000000001,0.4170370370370371,1.0170370370370372
KM Jadhav,81,1208.0,981.0,102.0,40.0,54.0,22.37037037037037,123.13965341488277,0.14475025484199797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.485049269452944,0.2,51.685049269452946
KMA Paul,8,18.0,24.0,1.0,1.0,4.0,4.5,75.0,0.08333333333333333,168.0,239.0,10.0,28.0,8.535714285714286,23.9,16.8,26.366666666666667,2.451190476190476,28.817857142857143
KMDN Kulasekara,5,5.0,3.0,1.0,0.0,0.0,5.0,166.66666666666666,0.3333333333333333,102.0,122.0,6.0,17.0,7.176470588235294,20.333333333333332,17.0,59.16666666666666,0.8588235294117648,60.02549019607842
KP Appanna,13,2.0,4.0,0.0,0.0,1.0,2.0,50.0,0.0,216.0,291.0,11.0,36.0,8.083333333333334,26.454545454545453,19.636363636363637,17.0,3.085185185185185,20.085185185185185
KP Pietersen,36,1001.0,743.0,91.0,40.0,28.0,35.75,134.72409152086138,0.17631224764468373,174.0,218.0,9.0,29.0,7.517241379310345,24.22222222222222,19.333333333333332,59.04347240915209,2.2551724137931037,61.29864482294519
KR Mayers,13,379.0,263.0,38.0,22.0,13.0,29.153846153846153,144.106463878327,0.22813688212927757,44.0,59.0,0.0,7.2,8.045454545454545,59.0,44.0,59.45621526762211,-2.409090909090909,57.04712435853121
KR Sen,12,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,243.0,396.0,14.0,40.3,9.777777777777779,28.285714285714285,17.357142857142858,1.2000000000000002,4.078189300411522,5.278189300411523
KS Bharat,8,199.0,163.0,12.0,8.0,7.0,28.428571428571427,122.08588957055214,0.12269938650306748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.55118317265556,0.2,50.751183172655566
KS Rathore,1,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2
KS Sharma,3,16.0,25.0,1.0,0.0,3.0,5.333333333333333,64.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.133333333333333,0.2,22.333333333333332
KS Williamson,76,2132.0,1697.0,187.0,64.0,59.0,36.13559322033898,125.63347083087803,0.14790807307012374,18.0,31.0,0.0,3.0,10.333333333333334,31.0,18.0,56.80243999880148,-3.088888888888889,53.71355110991259
KT Maphaka,4,8.0,2.0,2.0,0.0,0.0,8.0,400.0,1.0,66.0,148.0,2.0,11.0,13.454545454545455,74.0,33.0,143.6,-3.0303030303030303,140.56969696969696
KV Sharma,88,352.0,295.0,20.0,17.0,26.0,13.538461538461538,119.32203389830508,0.12542372881355932,1585.0,2263.0,89.0,264.1,8.566561514195582,25.426966292134832,17.808988764044944,49.920469361147326,41.941261829653,91.86173119080033
KW Richardson,15,36.0,39.0,2.0,1.0,3.0,12.0,92.3076923076923,0.07692307692307693,335.0,479.0,21.0,55.5,8.57910447761194,22.80952380952381,15.952380952380953,35.23076923076923,7.938805970149255,43.16957520091849
Kamran Akmal,6,128.0,78.0,13.0,8.0,5.0,25.6,164.10256410256412,0.2692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.95538461538462,0.2,65.15538461538462
Kamran Khan,9,3.0,5.0,0.0,0.0,1.0,3.0,60.0,0.0,167.0,248.0,14.0,27.5,8.910179640718564,17.714285714285715,11.928571428571429,20.0,4.3437125748503,24.3437125748503
Karanveer Singh,9,12.0,17.0,1.0,0.0,1.0,12.0,70.58823529411765,0.058823529411764705,204.0,323.0,14.0,34.0,9.5,23.071428571428573,14.571428571428571,27.95294117647059,4.163725490196079,32.11666666666667
Karim Janat,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,0.0,1.0,30.0,30.0,6.0,0.1,-8.966666666666667,-8.866666666666667
Kartik Tyagi,20,13.0,16.0,1.0,0.0,4.0,3.25,81.25,0.0625,430.0,720.0,16.0,71.4,10.046511627906977,45.0,26.875,28.525000000000002,4.993488372093023,33.518488372093024
Kuldeep Yadav,98,201.0,232.0,18.0,3.0,14.0,14.357142857142858,86.63793103448276,0.09051724137931035,2067.0,2805.0,106.0,344.3,8.142235123367199,26.462264150943398,19.5,41.94458128078818,50.56758587324625,92.51216715403443
Kumar Kushagra,3,3.0,7.0,0.0,0.0,3.0,1.0,42.857142857142854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.257142857142856,0.2,13.457142857142856
L Ablish,3,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,76.0,5.0,7.0,10.857142857142858,15.2,8.4,0.30000000000000004,-0.7333333333333333,-0.43333333333333324
L Balaji,73,36.0,49.0,2.0,1.0,7.0,5.142857142857143,73.46938775510205,0.061224489795918366,1516.0,2083.0,85.0,252.4,8.244063324538258,24.50588235294118,17.83529411764706,31.922448979591838,40.03799472295515,71.96044370254698
L Ngidi,16,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,374.0,541.0,32.0,62.2,8.679144385026738,16.90625,11.6875,1.6,13.41336898395722,15.01336898395722
L Ronchi,5,34.0,34.0,6.0,1.0,5.0,6.8,100.0,0.20588235294117646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.83764705882353,0.2,37.03764705882353
L Wood,2,9.0,3.0,0.0,1.0,0.0,9.0,300.0,0.3333333333333333,37.0,94.0,1.0,6.1,15.243243243243242,94.0,37.0,100.46666666666667,-4.067567567567567,96.3990990990991
LA Carseldine,5,81.0,68.0,11.0,0.0,4.0,20.25,119.11764705882354,0.16176470588235295,6.0,6.0,1.0,1.0,6.0,6.0,6.0,47.17058823529412,-1.2666666666666664,45.90392156862745
LA Pomersbach,16,302.0,246.0,25.0,13.0,11.0,27.454545454545453,122.76422764227642,0.15447154471544716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.40051736881006,0.2,51.60051736881006
LB Williams,2,1.0,2.0,0.0,0.0,0.0,1.0,50.0,0.0,38.0,74.0,1.0,6.2,11.68421052631579,74.0,38.0,15.6,-3.0,12.6
LE Plunkett,7,1.0,3.0,0.0,0.0,1.0,1.0,33.333333333333336,0.0,150.0,228.0,4.0,25.0,9.12,57.0,37.5,11.0,-0.7306666666666665,10.269333333333334
LH Ferguson,49,72.0,47.0,7.0,2.0,3.0,24.0,153.19148936170214,0.19148936170212766,1035.0,1558.0,63.0,172.3,9.031884057971014,24.73015873015873,16.428571428571427,63.9872340425532,28.802608695652175,92.78984273820538
LI Meriwala,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,32.0,1.0,3.1,10.105263157894738,32.0,19.0,0.1,-2.5210526315789474,-2.4210526315789473
LJ Wright,7,106.0,60.0,16.0,3.0,5.0,21.2,176.66666666666666,0.31666666666666665,71.0,125.0,2.0,11.5,10.56338028169014,62.5,35.5,68.01333333333332,-2.1633802816901406,65.84995305164318
LMP Simmons,29,1079.0,852.0,109.0,44.0,27.0,39.96296296296296,126.64319248826291,0.1795774647887324,18.0,34.0,1.0,3.0,11.333333333333334,34.0,18.0,57.76969222743871,-2.888888888888889,54.880803338549825
LPC Silva,3,40.0,26.0,5.0,1.0,2.0,20.0,153.84615384615384,0.23076923076923078,6.0,21.0,0.0,1.0,21.0,21.0,6.0,58.86923076923077,-6.266666666666667,52.6025641025641
LR Shukla,43,405.0,350.0,33.0,16.0,27.0,15.0,115.71428571428571,0.14,316.0,458.0,17.0,52.4,8.69620253164557,26.941176470588236,18.58823529411765,45.11428571428571,5.901898734177214,51.01618444846292
LRPL Taylor,54,1017.0,822.0,66.0,46.0,40.0,25.425,123.72262773722628,0.1362530413625304,12.0,24.0,0.0,2.0,12.0,24.0,12.0,51.41184914841849,-3.583333333333333,47.828515815085154
LS Livingstone,48,1051.0,662.0,70.0,75.0,40.0,26.275,158.76132930513594,0.2190332326283988,312.0,471.0,13.0,52.0,9.057692307692308,36.23076923076923,24.0,63.31906344410875,3.791025641025641,67.11008908513439
Lalit Yadav,25,305.0,290.0,27.0,7.0,16.0,19.0625,105.17241379310344,0.11724137931034483,289.0,430.0,11.0,48.1,8.92733564013841,39.09090909090909,26.272727272727273,42.42155172413793,2.829411764705882,45.25096348884381
Liton Das,1,4.0,4.0,1.0,0.0,1.0,4.0,100.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.6,0.2,36.800000000000004
M Ashwin,44,35.0,50.0,2.0,1.0,9.0,3.888888888888889,70.0,0.06,873.0,1182.0,35.0,145.3,8.123711340206185,33.77142857142857,24.942857142857143,27.255555555555556,15.0709049255441,42.32646048109966
M Jansen,35,141.0,129.0,8.0,6.0,11.0,12.818181818181818,109.30232558139535,0.10852713178294573,743.0,1180.0,38.0,123.5,9.528936742934052,31.05263157894737,19.55263157894737,42.48851303735024,16.151547779273216,58.64006081662345
M Kaif,22,259.0,250.0,22.0,6.0,18.0,14.38888888888889,103.6,0.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.47555555555556,0.2,39.67555555555556
M Kartik,55,113.0,108.0,7.0,1.0,7.0,16.142857142857142,104.62962962962963,0.07407407407407407,1154.0,1418.0,39.0,192.2,7.37261698440208,36.35897435897436,29.58974358974359,44.127513227513234,17.294974003466205,61.42248723097944
M Klinger,4,73.0,77.0,9.0,0.0,4.0,18.25,94.8051948051948,0.11688311688311688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.079220779220776,0.2,38.27922077922078
M Manhas,38,514.0,470.0,43.0,10.0,23.0,22.347826086956523,109.36170212765957,0.1127659574468085,42.0,42.0,0.0,7.0,6.0,42.0,42.0,45.502960222016654,-1.795238095238095,43.707722126778556
M Markande,37,48.0,42.0,5.0,1.0,3.0,16.0,114.28571428571429,0.14285714285714285,721.0,1081.0,37.0,120.1,8.995839112343967,29.216216216216218,19.486486486486488,46.942857142857136,15.811511789181692,62.75436893203883
M Morkel,70,126.0,90.0,11.0,5.0,10.0,12.6,140.0,0.17777777777777778,1642.0,2136.0,88.0,273.4,7.805115712545676,24.272727272727273,18.65909090909091,56.595555555555556,41.66918392204629,98.26473947760184
M Muralitharan,66,20.0,30.0,1.0,0.0,6.0,3.3333333333333335,66.66666666666667,0.03333333333333333,1530.0,1765.0,67.0,255.0,6.921568627450981,26.34328358208955,22.83582089552239,28.0,31.432287581699345,59.43228758169934
M Ntini,9,11.0,18.0,2.0,0.0,1.0,11.0,61.111111111111114,0.1111111111111111,212.0,257.0,8.0,35.2,7.2735849056603765,32.125,26.5,25.755555555555556,1.825471698113208,27.581027253668765
M Pathirana,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.0,1047.0,53.0,117.2,8.923295454545455,19.754716981132077,13.283018867924529,3.2,23.838068181818183,27.038068181818183
M Prasidh Krishna,66,9.0,24.0,0.0,0.0,3.0,3.0,37.5,0.0,1522.0,2247.0,80.0,253.4,8.8580814717477,28.0875,19.025,18.75,37.35308804204993,56.10308804204993
M Rawat,11,55.0,69.0,4.0,1.0,5.0,11.0,79.71014492753623,0.07246376811594203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.362318840579714,0.2,30.562318840579714
M Shahrukh Khan,48,732.0,491.0,46.0,50.0,34.0,21.529411764705884,149.08350305498982,0.1955193482688391,18.0,29.0,1.0,3.0,9.666666666666666,29.0,18.0,58.647202587756084,-2.388888888888889,56.2583136988672
M Siddharth,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,140.0,3.0,16.3,8.484848484848484,46.666666666666664,33.0,0.5,-1.0393939393939393,-0.5393939393939393
M Theekshana,38,17.0,34.0,0.0,1.0,3.0,5.666666666666667,50.0,0.029411764705882353,878.0,1226.0,36.0,146.2,8.378132118451024,34.05555555555556,24.38888888888889,21.354901960784314,15.49476082004556,36.849662780829874
M Tiwari,2,3.0,4.0,0.0,0.0,1.0,3.0,75.0,0.0,6.0,14.0,0.0,1.0,14.0,14.0,6.0,23.8,-4.166666666666667,19.633333333333333
M Vijay,105,2619.0,2149.0,247.0,91.0,100.0,26.19,121.87063750581666,0.15728245695672405,36.0,49.0,0.0,6.0,8.166666666666666,49.0,36.0,50.68284039087948,-2.444444444444444,48.238395946435034
M Vohra,51,1083.0,829.0,104.0,43.0,49.0,22.102040816326532,130.63932448733414,0.1773220747889023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.779055168508904,0.2,51.97905516850891
M de Lange,5,1.0,2.0,0.0,0.0,1.0,1.0,50.0,0.0,110.0,171.0,6.0,18.2,9.327272727272728,28.5,18.333333333333332,15.8,0.2127272727272726,16.012727272727272
MA Agarwal,125,2764.0,2066.0,275.0,100.0,120.0,23.033333333333335,133.78509196515006,0.18151016456921587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.479064214262664,0.2,53.67906421426267
MA Khote,3,24.0,22.0,2.0,1.0,2.0,12.0,109.0909090909091,0.13636363636363635,30.0,52.0,2.0,5.0,10.4,26.0,15.0,40.35454545454546,-2.106666666666667,38.24787878787879
MA Starc,51,111.0,119.0,11.0,0.0,11.0,10.090909090909092,93.27731092436974,0.09243697478991597,1071.0,1588.0,78.0,178.3,8.896358543417367,20.358974358974358,13.73076923076923,37.868296409472876,36.345658263305324,74.2139546727782
MA Wood,5,12.0,8.0,1.0,1.0,2.0,6.0,150.0,0.25,121.0,192.0,11.0,20.1,9.520661157024794,17.454545454545453,11.0,52.699999999999996,2.66198347107438,55.361983471074375
MB Parmar,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,33.0,0.0,3.0,11.0,33.0,18.0,0.1,-3.2888888888888888,-3.1888888888888887
MC Henriques,62,1000.0,788.0,87.0,28.0,36.0,27.77777777777778,126.90355329949239,0.14593908629441624,951.0,1302.0,46.0,158.3,8.214511041009464,28.304347826086957,20.67391304347826,54.700958826847156,20.5453207150368,75.24627954188395
MC Juneja,7,125.0,128.0,11.0,1.0,7.0,17.857142857142858,97.65625,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.314732142857146,0.2,38.51473214285715
MD Mishra,17,237.0,208.0,24.0,8.0,16.0,14.8125,113.9423076923077,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.284615384615385,0.2,43.48461538461539
